8.000000e+00,0.000000e+00,8.245633e-05,6.923566e-05,4.748700e-05,3.748784e-06,1.434584e-04,1.291767e-06,7.730227e-05,6.187371e-05,5.637485e-05,4.872827e-05,1.987887e-04,1.753243e-03,6.296599e-05,5.804435e-04,6.821313e-04,1.538942e-03,1.751057e-03,3.620145e-04,9.305931e-04,4.547851e-04,4.201968e-04,3.763976e-03,5.913844e-04,1.394016e-04,8.836287e-06,0.000000e+00 (1),0.000000e+00 (3),0.000000e+00 (4),0.000000e+00 (5),0.000000e+00 (6),0.000000e+00 (7),0.000000e+00 (8),0.000000e+00 (9),0.000000e+00 (10),0.000000e+00 (11),0.000000e+00 (12),0.000000e+00 (13),0.000000e+00 (14),0.000000e+00 (15),0.000000e+00 (16),0.000000e+00 (17),0.000000e+00 (18),0.000000e+00 (19),0.000000e+00 (20),0.000000e+00 (21),0.000000e+00 (22),0.000000e+00 (23),0.000000e+00 (24),0.000000e+00 (25),0.000000e+00 (26),0.000000e+00 (27),0.000000e+00 (28),0.000000e+00 (29),0.000000e+00 (30),0.000000e+00 (31),0.000000e+00 (32),0.000000e+00 (33),0.000000e+00 (34),0.000000e+00 (35),0.000000e+00 (36),0.000000e+00 (37),0.000000e+00 (38),0.000000e+00 (39),0.000000e+00 (40),0.000000e+00 (41),0.000000e+00 (42),0.000000e+00 (43),0.000000e+00 (44),0.000000e+00 (45),0.000000e+00 (46),0.000000e+00 (47),0.000000e+00 (48),0.000000e+00 (49),0.000000e+00 (50),0.000000e+00 (51),0.000000e+00 (52),0.000000e+00 (53),0.000000e+00 (54),0.000000e+00 (55),0.000000e+00 (56),0.000000e+00 (57),0.000000e+00 (58),0.000000e+00 (59),0.000000e+00 (60),0.000000e+00 (61),0.000000e+00 (62),0.000000e+00 (63),0.000000e+00 (64),0.000000e+00 (66),0.000000e+00 (67),0.000000e+00 (68),0.000000e+00 (69),0.000000e+00 (70),0.000000e+00 (71),0.000000e+00 (72),0.000000e+00 (73),0.000000e+00 (74),0.000000e+00 (75),0.000000e+00 (76),0.000000e+00 (77),0.000000e+00 (78),0.000000e+00 (79),0.000000e+00 (80),0.000000e+00 (81),0.000000e+00 (82),0.000000e+00 (83),0.000000e+00 (84),0.000000e+00 (85),0.000000e+00 (86),0.000000e+00 (87),0.000000e+00 (88),0.000000e+00 (89),3.714286e-01,3.689320e-01,2.857143e-01,5.301205e-01,3.500000e-01,0.000000e+00 (90),0.000000e+00 (91),0.000000e+00 (92),0.000000e+00 (93),0.000000e+00 (94),0.000000e+00 (95),0.000000e+00 (96),0.000000e+00 (97),0.000000e+00 (98),0.000000e+00 (99),0.000000e+00 (100),0.000000e+00 (101),0.000000e+00 (102),0.000000e+00 (103),Partition,$XS1-8.000000e+00,$XSC1-8.000000e+00
7.000,0.025,0.004,0.001,0.004,0.019,0.161,0.100,0.068,0.086,0.132,0.052,0.016,0.046,0.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.186,0.194,0.292,0.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,7.000,0.746
7.000,0.007,0.026,0.118,0.029,0.011,0.036,0.029,0.027,0.051,0.013,0.058,0.025,0.014,0.021,0.141,0.077,0.021,0.273,0.044,0.070,0.006,0.221,0.044,0.084,0.056,0.126,0.010,0.108,0.071,0.301,0.064,0.208,0.080,0.239,0.001,0.157,0.009,0.086,0.004,0.149,0.006,0.085,0.022,0.178,0.030,0.061,0.033,0.090,0.057,0.095,0.062,0.115,0.020,0.089,0.033,0.062,0.083,0.022,0.043,0.019,0.081,0.011,0.080,0.003,0.087,0.002,0.028,0.008,0.209,0.050,0.115,0.028,0.049,0.015,0.061,0.092,0.011,0.045,0.038,0.017,0.078,0.084,0.005,0.019,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.223,0.366,0.518,0.389,0.326,0.541,0.562,0.586,0.448,0.501,0.480,0.499,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,7.000,0.851
12.000,0.001,0.011,0.004,0.003,0.004,0.034,0.005,0.013,0.000,0.021,0.002,0.012,0.013,0.080,0.001,0.040,0.003,0.055,0.160,0.022,0.027,0.046,0.102,0.046,0.029,0.001,0.036,0.011,0.064,0.209,0.033,0.542,0.052,0.035,0.328,0.018,0.094,0.174,0.028,0.109,0.127,0.051,0.256,0.083,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.243,0.214,0.373,0.614,0.454,0.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,12.000,0.643
12.000,0.000,0.014,0.036,0.010,0.014,0.004,0.014,0.038,0.002,0.008,0.045,0.024,0.024,0.102,0.014,0.035,0.041,0.071,0.338,0.137,0.140,0.025,0.037,0.058,0.170,0.241,0.116,0.104,0.270,0.665,0.226,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.282,0.298,0.355,0.293,0.250,0.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,12.000,0.622
6.000,0.006,0.009,0.003,0.006,0.001,0.013,0.004,0.022,0.006,0.001,0.013,0.007,0.013,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.371,0.388,0.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,6.000,0.510
6.000,0.027,0.056,0.107,0.027,0.021,0.055,0.043,0.011,0.016,0.007,0.022,0.036,0.020,0.017,0.044,0.005,0.064,0.169,0.029,0.013,0.018,0.090,0.004,0.026,0.008,0.009,0.023,0.039,0.057,0.477,0.157,0.023,0.042,0.212,0.026,0.053,0.006,0.002,0.132,0.126,0.001,0.034,0.179,0.180,0.008,0.070,0.051,0.030,0.125,0.249,0.061,0.247,0.273,0.047,0.001,0.135,0.468,0.004,0.011,0.059,0.103,0.059,0.047,0.067,0.037,0.009,0.045,0.581,0.474,0.055,0.048,0.054,0.344,0.088,0.165,0.192,0.051,0.070,0.557,0.145,0.016,0.337,0.621,0.095,0.045,0.449,0.339,0.197,0.103,1.000,0.775,0.427,0.035,0.075,0.123,0.296,0.068,0.147,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.471,0.408,0.286,0.386,0.257,0.305,0.676,0.745,0.750,0.559,0.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,6.000,0.824
6.000,0.004,0.077,0.127,0.051,0.030,0.005,0.029,0.045,0.017,0.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,6.000,0.604
6.000,0.010,0.018,0.021,0.014,0.027,0.083,0.055,0.053,0.187,0.096,0.063,0.070,0.045,0.041,0.042,0.079,0.063,0.030,0.019,0.013,0.019,0.027,0.062,0.055,0.084,0.091,0.047,0.185,0.352,0.682,0.377,0.548,0.846,0.729,0.318,0.332,0.282,0.021,0.038,0.193,0.274,0.577,1.000,0.503,0.345,0.098,0.351,0.699,1.000,0.347,0.328,0.054,0.157,0.289,0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.320,0.385,0.747,0.500,0.383,0.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,6.000,0.893
6.000,0.003,0.019,0.032,0.012,0.011,0.038,0.013,0.029,0.028,0.036,0.157,0.113,0.068,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.186,0.456,0.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,6.000,0.808
6.000,0.000,0.000,0.006,0.001,0.004,0.072,0.043,0.012,0.038,0.040,0.026,0.015,0.011,0.053,0.090,0.003,0.008,0.029,0.136,0.087,0.007,0.003,0.011,0.010,0.002,0.255,0.274,0.096,0.185,0.910,0.189,0.467,0.178,0.202,0.072,0.054,0.097,0.043,0.002,0.227,0.118,0.121,0.094,0.318,0.150,0.123,0.171,0.032,0.400,0.410,0.499,0.086,0.123,0.379,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.233,0.422,0.458,0.350,0.276,0.574,0.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,6.000,0.886
10.000,0.109,0.234,0.020,0.165,0.165,0.260,0.215,0.014,0.132,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.243,0.230,0.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,10.000,0.652
10.000,0.027,0.034,0.148,0.015,0.030,0.088,0.156,0.047,0.012,0.020,0.071,0.182,0.089,0.176,0.026,0.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.437,0.453,0.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,10.000,0.662
12.000,0.000,0.001,0.001,0.000,0.000,0.001,0.001,0.001,0.002,0.001,0.002,0.002,0.001,0.002,0.001,0.002,0.004,0.004,0.003,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.001,0.000,0.005,0.002,0.004,0.007,0.003,0.001,0.000,0.003,0.003,0.004,0.008,0.010,0.012,0.014,0.007,0.007,0.002,0.003,0.007,0.016,0.013,0.031,0.014,0.010,0.004,0.002,0.004,0.023,0.007,0.008,0.014,0.014,0.006,0.006,0.007,0.017,0.023,0.019,0.115,0.064,0.052,0.038,0.025,0.027,0.036,0.033,0.049,0.054,0.050,0.038,0.022,0.067,0.042,0.054,0.030,0.033,0.046,0.103,0.066,0.051,0.126,0.185,0.161,0.034,0.040,0.042,0.058,0.041,0.087,0.112,0.068,0.056,0.060,0.060,0.171,0.108,0.114,0.048,0.107,0.079,0.204,0.054,0.061,0.255,0.486,0.534,0.373,0.500,0.379,0.299,0.512,0.554,0.541,0.412,0.445,0.463,0.510,0.594,0.617,0.596,0.607,0.607,356.000,1_Training,12.000,0.799
12.000,0.000,0.001,0.001,0.000,0.000,0.001,0.001,0.001,0.002,0.001,0.003,0.002,0.002,0.006,0.001,0.004,0.005,0.007,0.009,0.004,0.004,0.006,0.004,0.002,0.002,0.003,0.001,0.001,0.002,0.008,0.005,0.006,0.008,0.008,0.005,0.009,0.012,0.003,0.003,0.003,0.001,0.001,0.000,0.002,0.004,0.002,0.002,0.004,0.006,0.002,0.008,0.004,0.001,0.003,0.003,0.002,0.002,0.000,0.001,0.000,0.000,0.000,0.001,0.001,0.003,0.002,0.001,0.009,0.003,0.002,0.002,0.000,0.000,0.000,0.001,0.002,0.002,0.006,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.001,0.001,0.003,0.012,0.013,0.002,0.003,0.007,0.009,0.007,0.005,0.005,0.002,0.002,0.003,0.001,0.007,0.007,0.010,0.006,0.015,0.014,0.020,0.005,0.009,0.018,0.414,0.680,0.466,0.494,0.396,0.323,0.537,0.629,0.687,0.500,0.555,0.563,0.637,0.635,0.677,0.707,0.740,0.722,422.000,1_Training,12.000,0.716
3.000,0.123,0.297,0.229,0.185,0.286,0.440,0.575,0.407,0.301,0.107,0.222,0.139,0.009,0.090,0.340,0.177,0.062,1.000,0.931,0.648,0.277,1.000,1.000,0.521,0.104,0.986,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.271,0.272,0.286,0.386,0.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.778
10.000,0.003,0.066,0.057,0.009,0.026,0.053,0.001,0.087,0.085,0.015,0.014,0.228,0.073,0.494,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.359,0.422,0.434,0.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,10.000,0.668
9.000,0.002,0.176,0.316,0.157,0.135,0.022,0.129,0.294,0.003,0.118,0.170,0.256,0.037,0.072,0.612,1.000,1.000,0.254,0.521,1.000,1.000,0.540,0.356,0.472,1.000,1.000,0.473,1.000,0.475,0.960,1.000,1.000,0.785,0.712,1.000,0.977,0.257,0.263,1.000,1.000,0.155,0.444,0.987,0.544,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.314,0.340,0.385,0.470,0.379,0.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,9.000,0.754
7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.001,0.002,0.003,0.004,0.006,0.003,0.003,0.005,0.007,0.003,0.004,0.005,0.003,0.004,0.005,0.012,0.007,0.009,0.012,0.006,0.004,0.006,0.006,0.002,0.002,0.001,0.001,0.000,0.000,0.001,0.001,0.001,0.001,0.002,0.004,0.003,0.007,0.003,0.002,0.002,0.001,0.000,0.001,0.000,0.000,0.001,0.003,0.002,0.002,0.002,0.004,0.004,0.003,0.016,0.009,0.010,0.008,0.003,0.004,0.003,0.002,0.003,0.002,0.003,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.005,0.004,0.004,0.008,0.010,0.005,0.001,0.000,0.000,0.001,0.002,0.005,0.008,0.007,0.009,0.012,0.014,0.045,0.026,0.025,0.010,0.021,0.010,0.022,0.007,0.010,0.038,0.229,0.340,0.323,0.560,0.386,0.346,0.619,0.629,0.627,0.472,0.499,0.494,0.508,0.500,0.594,0.602,0.595,0.589,370.000,1_Training,4.000,0.326
8.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.000,0.002,0.002,0.001,0.000,0.001,0.001,0.001,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.002,0.005,0.000,0.000,0.000,0.001,0.004,0.001,0.001,0.000,0.002,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.257,0.243,0.230,0.355,0.275,0.339,0.549,0.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,8.000,0.961
8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,8.000,1.000
8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.001,0.002,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.002,0.000,0.000,0.002,0.000,0.001,0.001,0.000,0.003,0.001,0.001,0.000,0.000,0.000,0.002,0.000,0.001,0.001,0.002,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.005,0.001,0.002,0.003,0.001,0.001,0.001,0.001,0.002,0.009,0.001,0.002,0.001,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.728,0.950,0.964,0.650,0.505,0.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,8.000,0.987
2.000,0.019,0.016,0.002,0.008,0.023,0.067,0.044,0.053,0.054,0.026,0.069,0.027,0.004,0.147,0.299,0.067,0.024,0.118,0.062,0.015,0.243,0.064,0.226,0.357,0.080,0.650,0.327,0.257,0.410,0.922,0.062,0.039,0.026,0.393,0.125,0.124,1.000,0.153,0.401,0.757,0.363,1.000,0.063,0.377,0.657,0.035,0.007,0.292,0.492,0.154,0.809,0.287,1.000,1.000,0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.229,0.320,0.335,0.771,0.500,0.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,2.000,0.816
6.000,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.004,0.009,0.007,0.011,0.010,0.009,0.002,0.001,0.002,0.003,0.001,0.002,0.005,0.003,0.005,0.007,0.020,0.017,0.026,0.043,0.036,0.025,0.045,0.060,0.022,0.020,0.020,0.011,0.009,0.009,0.008,0.009,0.003,0.006,0.007,0.015,0.010,0.026,0.013,0.016,0.028,0.040,0.028,0.074,0.019,0.023,0.046,0.046,0.022,0.021,0.014,0.021,0.021,0.011,0.056,0.032,0.027,0.026,0.014,0.014,0.018,0.015,0.026,0.042,0.081,0.084,0.059,0.157,0.100,0.122,0.071,0.059,0.070,0.113,0.064,0.053,0.123,0.146,0.124,0.026,0.031,0.031,0.042,0.031,0.053,0.076,0.071,0.098,0.143,0.169,0.533,0.305,0.301,0.104,0.179,0.078,0.132,0.031,0.040,0.155,0.457,0.359,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,6.000,0.726
